	StreetAddress	ExtendedAddress	Locality	Latitude	Longitude
553	129 Paknajol Marg	 	Kathmandu 44600, 	27.7117299	85.30865089999999
554	6 Phulbari Bouddha	 	Kathmandu 44600, 		
555	 	Thamel	Kathmandu 44600, 	27.7153902	85.3123293
556	Chamati Bishnumati Kinar Left	 	Kathmandu 44600, 	27.7205376	85.2995311
557	108 Uddan Marg, Phulabari Chowk	Boudha	Kathmandu 00977, 		
558	Bansbari, Hattigaunda	Opposite of CG HIlls Housing, Near Hattigaunda Commercial Complex	Kathmandu 981, 	27.7559271	85.3497982
559	Kamal Pokhari	 	Kathmandu 44600, 	27.7110759	85.3243996
560	Paknajol Marg, Thamel	Shree Ratna Marg	Kathmandu 44601, 	27.71735	85.3094639
561	Echangunarayan-9	Radha Krishna Temple, Manakamana Marg	Kathmandu 9572, 	27.7187536	85.31026779999999
562	 	Thamel, Kesharmahal	Kathmandu 44600, 	27.715769	85.314042
563	Thamel	 	Kathmandu 44600, 	27.7153902	85.3123293
564	Maharajgunj	Godavari Galli, Salla Ghari, Ward no. 3	Kathmandu 24900, 	27.7364789	85.33042119999999
565	Gaushala, Kathmandu, Nepal	 	Kathmandu 44600, 	27.7084959	85.34656969999999
566	Amrit Marg, Thamel	 	Kathmandu 44600, 	27.7142364	85.31241670000001
567	Saat Ghumti Marg	 	Kathmandu 44600, 	27.7156642	85.3092648
568	Boudha	 	Kathmandu 44600, 	27.7213539	85.3692628
569	Phulbari	Ramhiti, Boudha	Kathmandu 44600, 	27.7247716	85.3640746
570	Bypass, Goldhunga	 	Kathmandu 44600, 		
571	Jatha Marg	 	Kathmandu 16448, 	27.7105018	85.31205849999999
572	Budhanilkantha	Bandeli, Chapali Bhadrakali-6	Kathmandu 44600, 		
573	Ananda Nagar Tole, Thado Bharang,West Ring Road, Swoyambhu	 	Kathmandu 44600, 	27.7118575	85.2827095
574	Shankhamul Road, New Baneshwor	 	Kathmandu 44600, 	27.6881061	85.33615139999999
575	Ichangunarayan	VDC-9, Manakamana Marg, Raniban	Kathmandu 44600, 	27.7363498	85.2901469
576	Amrit Marg, Thamel	 	Kathmandu 44600, 	27.7142364	85.31241670000001
577	Thamel	 	Kathmandu 44600, 	27.7153902	85.3123293
578	Kalimatidol, Airport Gate	Kedarnath Bhawan,airport Gate	Kathmandu 44600, 	30.7346267	79.0668943
579	Paryotanmarga-29, Thamel	 	Kathmandu 44600, 		
580	Dathu Sadak	Nayabazaar	Kathmandu 44600, 	27.7188673	85.3052089
581	Samjhana Street	Thamel	Kathmandu 44600, 	27.7157357	85.3110032
582	Narayanchaur-Naxal	 	Kathmandu 44600, 	27.715419	85.325278
583	Chettrapati	Thamel	Kathmandu 44600, 	27.7112473	85.3087748
584	Gahana Pokhari Marg	Tangal, Naxal	Kathmandu 44600, 		
585	Galkopakha Marg	Thamel	Kathmandu 44600, 		
586	Thamel Marg, 29, Ga-giti Marg	 	Kathmandu 00977, 	27.7140056	85.3112733
587	Kathmandu	Ranibari Marg, Lazimpat	Kathmandu 44600, 	27.7285599	85.3154797
588	11 Lekhnath	Pachabhayia	Pokhara 33411, 	28.2074479	83.9650673
589	6 Pokhara	Lakeside	Pokhara 33411, 	28.2043154	83.9661385
590	Lakeside	Pahari Path	Pokhara 00977, 	28.2067354	83.9640065
591	Lakeside, Baidam-6	 	Pokhara Baidam - 6, 	28.2043154	83.9661385
592	Lakeside Area	 	Pokhara 33411, 	28.2043154	83.9661385
593	Gaurighat Marga-06, Lake Side, Baidam	Opposite Hotel View Point	Pokhara 33700, 	28.2064259	83.9610453
594	Lakeside da Yatra Street	Pahari Marg House No 43/45 Lakeside	Pokhara 33411, 	28.2105621	83.95857989999999
595	Lakeside-6 Lalupate marga	 	Pokhara 33411, 	28.2272466	83.9827634
596	 	Birauta Chowk, Pardi	Pokhara, 	28.1921159	83.9711076
597	Baidam-6	Lakeside	Pokhara 33700, 	28.2043154	83.9661385
598	6 Gaurighat, Lakeside	 	Pokhara 33411, 	28.2043154	83.9661385
599	Lake Side, Baidam	 	Pokhara 33700, 	28.2028162	83.9666951
600	35, Pargati Marg	Lake Side - 6	Pokhara 33700, 	28.2085821	83.96447309999999
601	Durbar Marg	Lakeside	Pokhara 33411, 	28.2059552	83.9604136
602	Lakeside - 6, Lalupatemarga	Pokhara, Nepal	Pokhara 00977, 	28.214311	83.960191
603	Nr. Peace Pagoda	South Side of Fewa Lake	Pokhara 33411, 	28.2153837	83.9453168
604	Sedi Height, Lakeside Road	 	Pokhara 33411, 	28.2053021	83.9616364
605	South Lakeside	 	Pokhara 33411, 	28.2053021	83.9616364
606	Middle Path Street	Center Point, Lakeside	Pokhara 977061, 	28.2110076	83.9594965
607	Peaceful Street, Lakeside	 	Pokhara 33902, 	28.2053021	83.9616364
608	Sedi Bagar, Lakeside	 	Pokhara 196, 	28.227282	83.94802179999999
609	Shivamandir Marga	Lakeside	Pokhara 977, 	27.6780905	84.1382368
610	Shanti Patan, Lakeside	 	Pokhara 33411, 	28.206207	83.9657232
611	6 Phewa Lakeside	In Front of Fishtail Lodge Gate	Pokhara 33411, 	28.2153837	83.9453168
612	 	Lakeside-6	Pokhara 00977, 		
613	Lake Side, Barahi Path, Pokhara-6	 	Pokhara 00977, 	28.2084506	83.95855920000001
614	Lakeside	 	Pokhara 33700, 	28.2087433	83.95987319999999
615	Lakeside	Gaurighat	Pokhara 171, 	28.2053021	83.9616364
616	Lakeside	 	Pokhara 33411, 	28.2103354	83.9591818
617	Gaurighat - in Lakeside near Royal Palace	 	Pokhara 163, 	28.2053021	83.9616364
618	Lakeside	400 Meters from Fewa Lake	Pokhara 249, 	28.2113136	83.9571393
619	Pahari Marga	Lakeside	Pokhara 33411, 	28.2103354	83.9591818
620	6 Lakeside	 	Pokhara 33411, 	28.2073616	83.95921969999999
621	Baidam-6	Lakeside	Pokhara 33700, 	28.2043154	83.9661385
622	Lakeside	Barahi Chowk	Pokhara 33700, 	28.208516	83.957833
623	No 25 Ward	Chisapani, Pumdi Bhumdi	Pokhara 33411, 	28.1807917	83.9317811
624	Lake Side, Barahi Path, Pokhara-6	 	Pokhara 00977, 	28.2084506	83.95855920000001
625	Gaurighat, Lake Side	 	Pokhara 37700, 		
626	Lakeside	 	Pokhara 44600, 	28.2053021	83.9616364
627	Center Point, Lakeside-6	Pokhara	Pokhara 00977, 	28.207876	83.9593129
628	South Lakeside	 	Pokhara 33411, 	28.2053021	83.9616364
629	Ammat, Lakeside	 	Pokhara 33700, 	28.2056215	83.9642509
630	World Peace Pagoda	Dungepani	Pokhara 33411, 	28.233599	83.987389
631	Lalupate marg, Lakeside 6	 	Pokhara 00977, 	28.2125993	83.959177
632	Barahi Path	Lakeside	Pokhara 33411, 	28.2082563	83.9574207
633	Durbar Marga, Lakeside-6	 	Pokhara 33700, 	28.2077245	83.9594266
634	Pahari Marg	Lakeside, Baidam 6	Pokhara 33411, 	28.2103354	83.9591818
635	6 Baidam Road	Lakeside	Pokhara 33411, 	28.2168727	83.9587303
636	Middle Path St	Lakeside - 6	Pokhara 33700, 	28.211048	83.95983009999999
637	Lakeside, Gaurighat-6 shiva Marga	opposite Hotel Trekkers Inn	Pokhara 33700, 	28.2060521	83.961744
638	Nareshwor, Lakeside, Baidam-6	Gandaki	Pokhara 00977, 	28.2117055	83.96439629999999
639	Lakeside-6	 	Pokhara 33700, 	28.2043154	83.9661385
640	 	Lalupate Marga	Pokhara 33700, 	28.2272466	83.9827634
641	 	Gaurighat, Lakeside	Pokhara 33700, 	28.2064259	83.9610453
642	Gaurighat, Lakeside -6	 	Pokhara 33411, 	27.7133478	85.3494759
643	Off Baidem Road	 	Pokhara 33411, 	28.2168727	83.9587303
644	Sedi Bagar	 	Pokhara 33411, 	28.2405517	83.9876532
645	Lake Side	 	Pokhara 33411, 	28.2087433	83.95987319999999
646	Gaurighat - in Lakeside near Royal Palace	 	Pokhara 163, 	28.2053021	83.9616364
647	Lakeside, Gaurighat	Shiva Temple Street	Pokhara 33411, 	39.77908050000001	-105.057631
648	No 25 Ward	Chisapani, Pumdi Bhumdi	Pokhara 33411, 		
649	Sedibagar, Panchasemarga	August Street, Sarangkot Sedi	Pokhara 33700, 		
650	11 Lekhantha	Pachabhaiya	Pokhara 33411, 		
651	Barahi Marg, Baidam-6	Lakeside	Pokhara 5801, 	28.208175	83.95794800000002
652	Halan Chock, Dihiko Patan Road	 	Pokhara 33700, 	28.2095686	84.0105823
653	World Peace Pagoda	Pumdi Bhumdi VDC1	Pokhara 33411, 	28.2002337	83.94725199999999
654	Lakeside, Gaurighat	Shiva Temple Street	Pokhara 33411, 	39.77908050000001	-105.057631
655	Gharipatan	 	Pokhara 33411, 	28.1874169	83.9717805
656	Lakeside Rd	 	Pokhara 33700, 	28.2053021	83.9616364
657	Peaceful Marga, Lake Side	 	Pokhara 00977, 	28.2067354	83.9640065
658	Shivalaya Marga, Lakeside - 6	Gaurighat	Pokhara 33700, 	28.2092512	83.98218729999999
659	Lakeside 6 Gaurighat Ratanamandir	Lakeside	Pokhara 33411, 	28.2064259	83.9610453
660	6 Lakeside, Pokhara	 	Pokhara 33411, 	28.2043154	83.9661385
661	6 Baidam	Gaurighat	Pokhara 33411, 	28.2054222	83.9671501
662	Lakeside - 6	Pokhara Gandaki Zone	Pokhara 00977, 	28.2043154	83.9661385
663	Dehikopatan, Lakeside	 	Pokhara 33411, 	28.2053021	83.9616364
664	Durbar Marg Ln	Lakeside	Pokhara 33700, 	28.2076996	83.9599429
665	Pahari Marg	 	Pokhara 977, 	28.1758641	83.95673479999999
666	Multhok Path, Lakeside	 	Pokhara 33700, 		
667	6 Lakeside	 	Pokhara 33411, 		
668	Landmark Chowk	Lakeside, Pokhara,Nepal	Pokhara 33411, 	28.2079675	83.9577644
669	Shiva Temple Street, Gaurighat Lakeside	 	Pokhara 33700, 	28.2068918	83.9624716
670	6 Lake Side	 	Pokhara 33411, 	28.2043154	83.9661385
671	Lakeside	 	Pokhara 33411, 	28.2103354	83.9591818
672	49 Samikopatan Marga	Samiko Patan Marga, Lakeside	Pokhara 33700, 	37.57257910000001	21.5861525
673	Barahi Path	Lakeside-6	Pokhara 00977, 		
674	Baidam Road, Khahare, Lakeside-6	 	Pokhara 33700, 	28.2182632	83.9587641
675	Center-point Lakeside	 	Pokhara 33700, 	28.2240552	83.9897644
676	Ammot Street	Lakeside-6	Pokhara 33411, 	28.2073616	83.95921969999999
677	Pokhara 18	Sedi Bagar, Lakeside	Pokhara 33700, 	28.2238538	83.9516258
678	 	Gharipatan	Pokhara, 	28.1874169	83.9717805
679	Lakeside, Lalupate marg	 	Pokhara 83, 	28.2125993	83.959177
680	Kaski	 	Pokhara 44600, 		
681	Pahari Marg , Lakside-6	 	Pokhara 33700, 	28.2182895	83.9587979
682	Lakeside - 6	 	Pokhara 44601, 	28.2114719	83.95707879999999
683	Khahare, Lakeside	 	Pokhara 33700, 		
684	Lakeside-6	Pokhara Center Point	Pokhara 33700, 	28.2112959	83.9568758
685	Barahi Street Lakeside 6	House no 115	Pokhara 33700, 		
686	Barahi Path	Lakeside	Pokhara 33411, 	28.2082563	83.9574207
687	Khahare (Lakeside North)	 	Pokhara 33411, 	28.1482293	83.8764575
688	Baidam Rd	Lakeside	Pokhara 00000, 	28.2152764	83.9583749
689	Lakeside 6, Phewa Lake	 	Pokhara 33411, 	28.2153837	83.9453168
690	Baidam 6	Lake Side	Pokhara 061, 	28.2067354	83.9640065
691	Durbar Marg	Lake side, Gaurighat	Pokhara 33700, 	28.2077575	83.9599764
692	Lakeside	 	Pokhara 33411, 	28.2103354	83.9591818
693	Lakeside - 6, Khahare Chowk	Baidam	Pokhara 33700, 		
694	Gaurighat Path	Gaurighat, Lakeside-6	Pokhara 33700, 		
695	Lakeside, Pokhara-6	 	Pokhara 33700, 	28.2043154	83.9661385
696	Durbar Marg Lane 1/12	Gaurighat Lakeside	Pokhara 33411, 	28.2076996	83.9599429
697	Barahi Path	Lake Side	Pokhara 33411, 	28.2084506	83.95855920000001
698	 	Lakeside	Pokhara 33700, 	28.2087433	83.95987319999999
699	 	Happy Village, Pokhara 26	Pokhara, 	28.227879	83.9382227
700	6 Lakeside	(near Camping Ground)	Pokhara 33411, 	28.2103354	83.9591818
701	2 Mansorawor Path	Lakeside 6	Pokhara 33411, 	28.2073616	83.95921969999999
702	Lakeside Rd	 	Pokhara 33411, 	28.2053021	83.9616364
703	Phewa Lake Dam Side Pardi	PO Box 239	Pokhara 33411, 	28.1952045	83.9704924
704	 	Shantipatan, Lakeside	Pokhara 33700, 	28.2053021	83.9616364
705	Lamsal Thar	Ghachok-3	Pokhara 33700, 	28.1934989	83.9584328
706	Lakeside 6, Khahare Bangladi 300 meter behind three sister guest house	 	Pokhara 33700, 	28.237987	83.99558789999999
707	Gaurighat Marg Lakeside 6	 	Pokhara 33700, 	28.208086	83.960561
708	Sarangkot Road Suite	Methlang Village	Pokhara 33700, 	28.2263949	83.96417319999999
709	Lakeside	 	Pokhara 33411, 	28.2103354	83.9591818
710	Lakeside	Gaurighat	Pokhara 33700, 	28.2043154	83.9661385
711	Dhikurpokhari - 2, Nagdada, Kaski	 	Pokhara 00977, 		
712	Pokhara-6	Lakeside	Pokhara 33700, 	28.2043154	83.9661385
713	Lakeside-6	 	Pokhara 33700, 	28.2043154	83.9661385
714	3 Sarangkot	 	Pokhara 33700, 	28.2439298	83.9486254
715	No. 34 Darbar Marg , House	Gaurighat,Lake Side-6	Pokhara 33411, 	27.7133478	85.3494759
716	126 Main Street	Lake Side	Pokhara 33700, 	28.2048399	83.9624841
717	Middlepath Street	Lake Side, Baidam	Pokhara 00977, 	28.2110076	83.9594965
718	Lakeside Gaurighat 6 Baidam	 	Pokhara 33411, 	28.2028162	83.9666951
719	Phewa Lake Dam Side Pardi	PO Box 239	Pokhara 33411, 	28.1952045	83.9704924
720	Central Lakeside-6	Samikopatan street.	Pokhara 00977, 	28.237987	83.99558789999999
721	1 Sarangkot	Sarangkot Top	Pokhara 33700, 	28.244605	83.94868000000001
722	Fewa Marg	 	Pokhara 33700, 	28.177946	84.0108465
723	Baidam Road	Lakeside-6	Pokhara 33700, 	28.2138009	83.9575563
724	Gaurighat -6, Lake Side	 	Pokhara 33411, 	28.2064259	83.9610453
725	Baidam Road	 	Pokhara 33700, 		
726	 	 	Pokhara, 	28.237987	83.99558789999999
727	Centrepoint, Lakeside-06	 	Pokhara 33700, 	28.2150827	83.9581603
728	Durbamarga	 	Pokhara 6, 		
729	Lalupate Marg	 	Pokhara 33700, 	28.21215	83.95982
730	Durbar Marg	 	Pokhara 33700, 	28.2078688	83.9610443
731	6 Lakeside	 	Pokhara 33411, 	28.2073616	83.95921969999999
732	Lakeside Rd	 	Pokhara 33700, 	28.2053021	83.9616364
733	6 Lakeside, Khahare	 	Pokhara 00977, 	28.218832	83.960002
734	6 Gaurighat	Lakeside	Pokhara 33411, 	28.2043154	83.9661385
735	Khahare (Lakeside North)	 	Pokhara 33411, 	28.1482293	83.8764575
736	Ammat, Lakeside - 6	 	Pokhara 33700, 	28.2052118	83.9641178
737	Gaurighat, Shiva Mandir Marg	Lakeside - 6	Pokhara 33700, 	28.2057714	83.96131150000001
738	Barahi Path	Lakeside	Pokhara 33700, 	28.2084506	83.95855920000001
739	6 Middle Path Street	 	Pokhara 33411, 	28.2110076	83.9594965
740	190 Dhikhopatan, Fewa Marg, Hallenchowk, Lakeside	 	Pokhara 33700, 	28.2053021	83.9616364
741	Sedi-26	Panchase Marga	Pokhara 33700, 		
742	Prithvi Rajmarg, Chauthe	Kundahar 14	Pokhara 33700, 	28.19699	84.019882
743	6 Lakeside	 	Pokhara 33700, 	28.2043154	83.9661385
744	Sarangkot Road Suite	Methlang Village	Pokhara 33700, 		
745	Lakeside	 	Pokhara 6, 	28.2043154	83.9661385
746	Barahi Path	Barahi Path, Lakeside	Pokhara 33700, 	28.2084506	83.95855920000001
747	Lakeside-6	 	Pokhara 33707, 	28.2073616	83.95921969999999
748	Gaurighat Margh, Lakeside	 	Pokhara 061, 	28.2087433	83.95987319999999
749	Durbar marg	 	Pokhara 33700, 	28.2078688	83.9610443
750	6 Lakeside Road	 	Pokhara 40000, 	28.2073616	83.95921969999999
751	Lakeside, Baidam 6, Thadopasal	 	Pokhara 997, 	28.2070625	83.9607437
752	Lakeside Road 6	 	Pokhara 33700, 		
753	Lakeside	Gaurighat	Pokhara 33700, 	28.2043154	83.9661385
754	Lakeside Road	Near Royal Palace	Pokhara 33700, 	28.2073616	83.95921969999999
755	Lakeside	Manasarowar Path, Near Hotel Meera	Pokhara 977, 		
756	 	 	Pokhara 33700, 	28.237987	83.99558789999999
757	6 Lakeside	Sami Ko Patan Marg	Pokhara 33411, 		
758	Barahi Marg, Lakeside	 	Pokhara 00977, 	28.2084506	83.95855920000001
759	1 Sarangkot	Sarangkot Top	Pokhara 33700, 	28.244605	83.94868000000001
760	Lakeside	Lakeside East	Pokhara 33411, 	28.2053021	83.9616364
761	Gaurighat, Lakeside 06	 	Pokhara 33700, 	28.2064259	83.9610453
762	 	Dihiko Patan, Hallan Chowk Lakeside	Pokhara 49000, 	28.2155745	83.96026069999999
763	Lakeside	 	Pokhara 00977, 	28.2087433	83.95987319999999
764	Astam-8, Dhital VDC, Kaski	 	Pokhara 0977, 	28.2966802	83.906924
765	Central Lakeside, Baidam Road	in the road beside Once Upon a Time Restaurant	Pokhara 6, 	28.2137623	83.9584985
766	Lakeside	 	Pokhara 33411, 	28.2103354	83.9591818
767	6 Lakeside, Ambot	 	Pokhara 33411, 	28.2073616	83.95921969999999
768	 	Lakeside, Barahi Path	Pokhara 33700, 	28.2082563	83.9574207
769	Lakeside Rd	Lakeside	Pokhara 33411, 	28.2102842	83.95703940000001
770	 	Khahare Chowk, Lakeside-6	Pokhara 33700, 	28.1482293	83.8764575
771	Begnas Lake	 	Pokhara 33700, 		
772	Ammat Street	Lakeside 06	Pokhara 33700, 	28.2064259	83.9610453
773	Methlang	Pokhara-6	Pokhara 33700, 	28.2310504	83.9648467
774	 	Lakeside	Pokhara, 	28.2087433	83.95987319999999
775	Sarangkot	Kaski	Pokhara 33700, 	28.2439298	83.9486254
776	6 Lakeside	 	Pokhara 33411, 	28.2073616	83.95921969999999
777	17 Pokhara	Kaski	Pokhara 33411, 	28.196524	83.97
778	Dhampus	 	Pokhara 33411, 	28.3068725	83.8419989
779	 	Khahare, Lakeside	Pokhara 33700, 		
780	Fewa Marga, Lakeside	 	Pokhara 401, 	28.2053021	83.9616364
781	Kahare Lakeside-6	 	Pokhara 33700, 	28.2182632	83.9587641
782	6 Lakeside	 	Pokhara 33411, 	28.2073616	83.95921969999999
783	Lakeside-6	 	Pokhara 37000, 	28.2073616	83.95921969999999
784	6 Lakeside	 	Pokhara 33411, 	28.2073616	83.95921969999999
785	Lalupate Margha	 	Pokhara 33700, 	28.2125024	83.9594363
786	Dihiko Patan	Lakeside-6	Pokhara 33411, 	28.2155745	83.96026069999999
787	Shantipatan Lakeside-6	 	Pokhara 00977, 	28.2073616	83.95921969999999
788	Baidam Road	Lake Side-6,	Pokhara 33700, 	28.2152764	83.9583749
789	Lalupate Marg	Lakeside	Pokhara 33700, 	28.21215	83.95982
790	Sedi Height, Lakeside	 	Pokhara 33700, 	28.2316822	83.9519554
791	6 23.2 Darbarmarg, Lakeside	Gaurighat	Pokhara 33411, 	28.2053021	83.9616364
792	6 Lakeside Road	 	Pokhara 40000, 	28.2073616	83.95921969999999
793	 	Lakeside	Pokhara 33700, 	28.2087433	83.95987319999999
794	Lakeside	 	Pokhara 33411, 	28.2103354	83.9591818
795	Sedi-26	Panchase Marga	Pokhara 33700, 	28.2231203	83.952477
796	Lakeside, Pokhara-6	 	Pokhara 33700, 	28.2043154	83.9661385
797	Nahar Marga	Lakeside, Jarebar	Pokhara 33700, 	28.213258	83.96537599999999
798	Dhampus-1, Kaski	 	Pokhara 33411, 	28.2934702	83.8687471
799	Lake Side, Sedi Hight	 	Pokhara 06114, 	28.2087433	83.95987319999999
800	Gaurighat, Darbar Marg	Near hotel center lake , Near hotel Darbar In	Pokhara 33411, 	27.7133478	85.3494759
801	Lakeside-6 pokhara Digitization's	 	Pokhara 33700, 	28.2073616	83.95921969999999
802	Durbargmarg	Lake Side	Pokhara 33700, 	28.2078688	83.9610443
803	6 Lakeside	 	Pokhara 33411, 		
804	Lakeside Baidam - 6	 	Pokhara 33700, 	28.2043154	83.9661385
805	Lakeside-6, Baidam, Ambot	 	Pokhara 33411, 	28.2070625	83.9607437
806	Lakeside, Baidam-6 Khahare	 	Pokhara 33411, 		
807	Baidam Road	North Lakeside, Bangladi-6	Pokhara 33700, 	28.2168727	83.9587303
808	 	Lakeside	Pokhara 33700, 	28.2087433	83.95987319999999
809	Lakeside Road	 	Pokhara 33700, 	28.2053021	83.9616364
810	GairiKhet margh	 	Pokhara 33700, 		
811	Pumdi-Bhumdi, World Peace Stupa	 	Pokhara 33411, 		
812	Lakeside Road	 	Pokhara 33700, 	28.2053021	83.9616364
813	 	Lake Side, Pokhara 6	Pokhara, 	28.2043154	83.9661385
814	Lakeside	 	Pokhara 33700, 	28.2087433	83.95987319999999
815	Lakeside-6	Khahare	Pokhara 33700, 		
816	Dristi marga 47	Lakeside	Pokhara 33700, 	28.2087433	83.95987319999999
817	Laxmi Tole House Number 54	 	Pokhara 33700, 		
818	Sarangkot	Kaski - 3	Pokhara 33411, 	28.2439298	83.9486254
819	34.1 Pragati Marga, Shanti Nagar Chowk	 	Pokhara 33700, 	28.2139998	83.9726311
820	Lakeside-6 khahare, Bangladi	 	Pokhara 33411, 	28.1482293	83.8764575
821	Kahare Lakeside	 	Pokhara 33700, 	28.2200269	83.9577472
822	Phewa Marga	Dhiko Patan-06, Lakeside	Pokhara 33700, 		
823	Mansorawor Path	 	Pokhara 33700, 	28.2960234	83.9100524
824	Nahar Marga Nareshwor	Lakeside - 6	Pokhara 33700, 	28.213133	83.96573099999999
825	Ammat Street	Lakeside -6	Pokhara 00977, 	28.2043171	83.96390590000001
826	Peaceful Marg	Lakeside	Pokhara 23114, 	28.2065535	83.9636621
827	Lakeside-6	Bidhyalaya Path	Pokhara P.O. Box no. 498, 	28.237987	83.99558789999999
828	Nahar Marga	Khahare	Pokhara 33700, 	28.213133	83.96573099999999
829	Lekhnath-11, Pachbhaiya	 	Pokhara 33700, 	28.1484247	84.0801613
830	Begnas Lake	 	Pokhara 33700, 	28.1739372	84.0973258
831	Lekhnath-11	Majhikuna Begnas	Pokhara 33700, 	28.1683908	84.11551589999999
